DS,NG CONS EGAT,NG CONS GSP,NG CONS IPP,NG CONS Industry,NG CONS NGV,NG CONS SPP,NG PRD Domestic,NG PRD Import,POWGEN DEDP,POWGEN EGAT,POWGEN IPP,POWGEN Import,POWGEN SPP,POWGEN VSPP
2013-08-31,1073.0,814.0,912.0,642.0,317.0,616.0,3946.0,948.0,0.0,5872.706999999999,5692.566999999999,1515.479,2079.817,314.154866
2013-12-31,1021.0,898.0,722.0,638.0,303.0,619.0,3803.0,904.0,0.0,5754.138000000001,4467.514,321.704,2183.177,403.28704700000003
2013-02-28,1451.0,923.0,845.0,626.0,310.0,501.0,4134.0,881.0,0.0,7040.797000000001,5251.269,555.799,1359.95,296.960508
2013-01-31,1231.0,994.0,792.0,625.0,290.0,481.0,3965.0,952.0,0.0,6748.626,5338.994000000001,362.23400000000004,1518.225,306.844662
2013-07-31,1245.0,1005.0,822.0,675.0,307.0,610.0,4171.0,1145.0,0.0,6369.536000000001,5378.116,1297.3210000000001,2011.0020000000002,307.00184628
2013-06-30,1426.0,932.0,851.0,601.0,310.0,594.0,4049.0,1120.0,0.0,6851.460999999998,5100.912,1268.211,1855.106,310.167919
2013-03-31,1469.0,1041.0,958.0,624.0,309.0,560.0,4185.0,1193.0,0.0,7081.709000000002,6348.518,818.237,1805.796,341.553411
2013-05-31,1375.0,940.0,956.0,608.0,314.0,586.0,4258.0,965.0,0.0,7107.069,6064.3330000000005,1310.006,1921.7520000000002,344.69282599999997
2013-11-30,1135.0,925.0,973.0,640.0,314.0,659.0,4038.0,1014.0,0.0,5597.263000000001,5585.946999999999,1044.4080000000001,2097.527,317.077704
2013-10-31,1005.0,911.0,994.0,661.0,309.0,645.0,4020.0,1139.0,0.0,5647.471,5790.115,1341.599,1987.109,274.112499
2013-09-30,1075.0,789.0,898.0,668.0,310.0,647.0,3853.0,988.0,0.0,5568.485,5520.967,1596.693,1974.4160000000002,260.416493
2014-04-30,1288.0,942.0,739.0,629.0,302.0,698.0,3958.0,1095.0,0.0,6767.2069999999985,5224.212,1222.559,2203.266,448.030662
2014-08-31,1127.0,976.0,975.0,685.0,319.0,656.0,3922.0,1255.0,0.0,6062.953,6079.486,1270.629,2063.045,386.738721
2014-12-31,968.0,1034.0,979.0,617.0,313.0,662.0,3975.0,929.0,0.0,5572.488,5677.564,493.277,2159.759,482.743266
2014-02-28,1245.0,940.0,681.0,658.0,326.0,689.0,4245.0,821.0,0.0,6068.084999999999,4309.77,845.46,2011.766,387.38673
2014-01-31,1158.0,904.0,407.0,639.0,304.0,663.0,4203.0,544.0,0.0,6263.4079999999985,3891.954,591.194,2249.511,428.24844400000006
2014-07-31,1259.0,907.0,802.0,668.0,319.0,655.0,3897.0,938.0,0.0,6871.985,5512.883000000001,1177.907,2183.272,422.30471500000004
2014-06-30,1300.0,953.0,870.0,645.0,317.0,676.0,3985.0,1082.0,0.0,6811.026000000002,5675.655,1085.9180000000001,2212.353,414.604402
2014-03-31,1377.0,890.0,748.0,601.0,327.0,722.0,4285.0,934.0,0.0,7318.204000000001,5227.635,1302.479,2230.819,454.745261
2014-05-31,1415.0,950.0,868.0,627.0,318.0,699.0,4151.0,1112.0,0.0,7408.8369999999995,5825.422,1203.938,2316.775,468.652385
2014-11-30,1106.0,1029.0,1079.0,662.0,318.0,689.0,4186.0,1211.0,0.0,5949.383000000001,6097.535,717.1080000000001,2143.576,415.155606
2014-10-31,1140.0,1038.0,1045.0,686.0,316.0,687.0,4193.0,1166.0,0.0,6123.092000000002,6061.1990000000005,1017.368,2153.377,402.145328
2014-09-30,1110.0,954.0,1024.0,717.0,320.0,665.0,3879.0,1203.0,0.0,5793.031999999998,6134.741999999999,1331.876,2030.067,368.081871
2015-04-30,1293.0,911.0,698.0,679.0,299.0,686.0,3959.0,983.0,0.0,6532.1630000000005,5081.27,1464.628,2361.923,516.7710940000001
2015-08-31,1030.0,868.0,1024.0,559.0,298.0,724.0,3840.0,1287.0,0.0,5892.995,6180.59,1373.86,2454.595,444.26523399999996
2015-12-31,1039.0,997.0,916.0,645.0,291.0,698.0,3802.0,1078.0,0.0,5913.901999999999,5680.753000000001,1146.8,2251.759,498.656062
2015-02-28,1067.0,958.0,1049.0,674.0,319.0,706.0,3826.0,1316.0,0.0,5023.111000000001,5622.84,726.002,2142.618,488.962103
2015-01-31,1016.0,1007.0,918.0,617.0,304.0,660.0,3877.0,1055.0,0.0,5648.745999999999,5308.854,355.394,2272.633,512.619283
2015-07-31,1102.0,850.0,1207.0,646.0,311.0,745.0,3799.0,1469.0,0.0,5963.059,7077.28,758.72,2453.065,469.89607199999995
2015-06-30,1272.0,923.0,1066.0,708.0,312.0,748.0,3812.0,1262.0,0.0,6604.125,6223.866999999999,1162.287,2348.548,497.63720199999995
2015-03-31,1302.0,986.0,1069.0,700.0,329.0,727.0,4184.0,1312.0,0.0,6589.895,6121.0019999999995,1106.605,2529.3579999999997,499.86445499999996
2015-05-31,1331.0,874.0,1023.0,674.0,316.0,746.0,3707.0,1616.0,0.0,7126.820000000002,5912.379,1621.9360000000001,2547.3,502.719123
2015-11-30,1136.0,1032.0,1030.0,649.0,293.0,715.0,3952.0,1260.0,0.0,5958.674999999998,6009.641,1395.43,2226.8160000000003,429.784143
2015-10-31,1058.0,996.0,969.0,615.0,284.0,691.0,3726.0,1212.0,0.0,6066.619000000001,5753.195,1668.695,2288.759,436.583156
2015-09-30,1112.0,1004.0,988.0,651.0,291.0,739.0,3717.0,1291.0,0.0,5769.996,5827.869000000001,1634.129,2342.051,425.09934000000004
2016-04-30,1097.0,949.0,1110.0,684.0,274.0,812.0,3935.0,1126.0,0.0,6269.178000000001,6516.106,1394.444,2716.68,634.396279
2016-08-31,844.0,995.0,980.0,714.0,271.0,879.0,3641.0,1199.0,0.0,5925.561,5568.482,2251.9570000000003,2917.034,613.640178
2016-12-31,858.0,1007.0,785.0,687.0,282.0,872.0,3663.0,1071.0,0.0,5877.096,4618.16,1241.117,2969.712,706.290485
2016-02-29,1023.0,916.0,841.0,683.0,296.0,788.0,3885.0,1069.0,0.0,5363.39,5153.291,1096.506,2421.61,619.039938
2016-01-31,1027.0,988.0,866.0,633.0,282.0,770.0,3961.0,1001.0,0.0,5857.6190000000015,5278.507,1147.661,2494.118,578.4926519999999
2016-07-31,882.0,1004.0,991.0,697.0,267.0,881.0,3890.0,1187.0,0.0,5665.215,5414.13,2098.942,2960.988,605.201589
2016-06-30,1044.0,866.0,991.0,700.0,278.0,877.0,3561.0,1360.0,0.0,5911.621,5696.07,1701.8629999999998,2820.4109999999996,611.923064
2016-03-31,1176.0,749.0,973.0,679.0,304.0,815.0,3754.0,1365.0,0.0,6665.494000000001,6256.986,1339.11,2752.05,685.905862
2016-05-31,1107.0,830.0,1140.0,704.0,287.0,840.0,3690.0,1632.0,0.0,6499.233,6695.549,1910.5,2795.639,642.589422
2016-11-30,872.0,1041.0,811.0,737.0,265.0,901.0,3704.0,1327.0,0.0,5413.982,5331.844,2146.719,2824.687,623.658275
2016-10-31,904.0,1036.0,1022.0,687.0,263.0,902.0,3751.0,1243.0,0.0,5771.56,5657.289000000001,1943.287,2805.051,639.587597
2016-09-30,906.0,1000.0,1030.0,727.0,267.0,899.0,3757.0,1399.0,0.0,5822.767,5707.326999999999,1553.249,2859.4809999999998,593.8758849999999
2017-04-30,865.0,966.0,821.0,697.0,231.0,933.0,3350.0,1459.0,0.0,5887.786999999999,4899.534000000001,2223.1820000000002,3065.84,805.0534690000001
2017-08-31,763.0,1030.0,1032.0,733.0,244.0,1049.0,3596.0,1316.0,0.0,5258.155,6042.616999999999,2198.499,3452.197,748.5363580000001
2017-12-31,585.0,1018.0,719.0,730.0,233.0,1106.0,3577.0,1076.0,0.0,4817.654999999999,4045.633,1810.221,3845.972,881.745599
2017-02-28,816.0,1027.0,891.0,713.0,258.0,957.0,3603.0,1327.0,0.0,5067.1799999999985,4830.91,1445.836,2798.034,773.271539
2017-01-31,807.0,996.0,880.0,679.0,243.0,929.0,3778.0,1350.0,0.0,5638.178000000001,4863.746,1162.701,3081.0490000000004,763.5991700000001
2017-07-31,686.0,837.0,888.0,714.0,239.0,1012.0,3214.0,1461.0,0.0,5123.691,5402.654,2415.044,3344.349,744.240647
2017-06-30,752.0,1026.0,997.0,719.0,244.0,1040.0,3431.0,1605.0,0.0,5359.876,5676.201999999999,2231.133,3222.6490000000003,740.7052480000001
2017-03-31,905.0,1005.0,963.0,716.0,264.0,984.0,3788.0,1412.0,0.0,6038.6709999999985,5723.897,2128.955,3306.2470000000003,835.279288
2017-05-31,779.0,1025.0,1036.0,748.0,246.0,985.0,3692.0,1539.0,0.0,5656.426,6039.927,2174.0860000000002,3283.167,777.53232
2017-11-30,637.0,1061.0,1007.0,747.0,241.0,1146.0,3932.0,968.0,0.0,4610.665999999998,5265.856,2048.442,3634.1929999999998,712.3557480000001
2017-10-31,690.0,1029.0,978.0,751.0,227.0,1098.0,3862.0,1364.0,0.0,4979.473,5491.178000000001,2079.9539999999997,3549.111,743.296755
2017-09-30,817.0,927.0,996.0,742.0,243.0,1086.0,3578.0,1417.0,0.0,5402.740000000002,5353.7519999999995,2509.371,3409.211,744.067825
2018-04-30,732.0,1051.0,733.0,766.0,208.0,1169.0,3381.0,1459.0,0.0,5259.258000000001,4557.278,2055.592,3959.647,877.5695519999999
2018-08-31,659.0,1033.0,750.0,777.0,220.0,1224.0,3374.0,1535.0,0.0,5205.851,4787.492,2535.925,4174.994000000001,819.251759
2018-12-31,645.0,987.0,585.0,736.0,205.0,1191.0,3455.0,1034.0,0.0,5454.722,3814.801,1941.9,4285.929,849.154131
2018-02-28,602.0,1010.0,770.0,768.0,238.0,1164.0,3594.0,1259.0,0.0,4505.992,4385.647,1734.961,3572.5490000000004,856.2188470000001
2018-01-31,599.0,1045.0,694.0,749.0,225.0,1134.0,3702.0,1150.0,0.0,4869.361,4501.81,1862.9260000000002,3865.5170000000003,907.6184519999999
2018-07-31,778.0,1052.0,692.0,771.0,215.0,1210.0,3499.0,1433.0,0.0,5633.6489999999985,4510.21,2220.686,4261.912,817.31431
2018-06-30,845.0,1048.0,775.0,771.0,226.0,1228.0,3632.0,1631.0,0.0,5731.134999999998,4733.983,2149.223,4063.525,841.705018
2018-03-31,740.0,1012.0,859.0,749.0,238.0,1217.0,3521.0,1342.0,0.0,5492.816999999999,5283.706,2228.097,4195.153,947.6649779999999
2018-05-31,795.0,1045.0,787.0,755.0,225.0,1236.0,3555.0,1484.0,0.0,5785.1359999999995,4944.777,2259.2,4091.656,901.824218
2018-11-30,842.0,1001.0,742.0,785.0,215.0,1245.0,3804.0,1367.0,0.0,5636.9259999999995,4096.692,2201.469,4123.128,853.5480869999999
2018-10-31,819.0,973.0,727.0,776.0,209.0,1207.0,3694.0,1391.0,0.0,5637.477,4376.311,2677.597,4040.4390000000003,849.280909
2018-09-30,672.0,912.0,758.0,739.0,212.0,1241.0,3114.0,1531.0,0.0,5113.807,4292.701,2801.865,4049.222,819.775428
