YEAR_PRD,MONTH_PRD,FUELTYPE,QTY
2012,FEB,Hydro Electricity,1252.158
2012,FEB,Fuel Oil,67.26218
2012,FEB,Coal & Lignite,2576.731113
2012,FEB,Natural Gas,8976.232934
2012,FEB,Diesel,2.897
2012,FEB,Imported,799.212
2012,FEB,Renewable Energy,409.97872199999995
2012,JAN,Hydro Electricity,1138.309
2012,JAN,Fuel Oil,17.553514
2012,JAN,Coal & Lignite,2864.72106
2012,JAN,Natural Gas,8580.060131
2012,JAN,Diesel,1.371
2012,JAN,Imported,484.49
2012,JAN,Renewable Energy,426.359258
2012,JUL,Hydro Electricity,440.31
2012,JUL,Fuel Oil,60.92354
2012,JUL,Coal & Lignite,2733.7332180000003
2012,JUL,Natural Gas,10724.109465
2012,JUL,Diesel,8.108
2012,JUL,Imported,946.702
2012,JUL,Renewable Energy,427.643846
2012,JUN,Hydro Electricity,481.095
2012,JUN,Fuel Oil,117.91371
2012,JUN,Coal & Lignite,2827.823983
2012,JUN,Natural Gas,10331.071565
2012,JUN,Diesel,2.907
2012,JUN,Imported,937.377
2012,JUN,Renewable Energy,412.468712
2012,MAR,Hydro Electricity,1073.26
2012,MAR,Fuel Oil,14.32095
2012,MAR,Coal & Lignite,2942.0076090000002
2012,MAR,Natural Gas,10132.766608
2012,MAR,Diesel,6.89
2012,MAR,Imported,1163.708
2012,MAR,Renewable Energy,466.168779
2012,MAY,Hydro Electricity,745.832
2012,MAY,Fuel Oil,392.14001
2012,MAY,Coal & Lignite,3039.887455
2012,MAY,Natural Gas,10252.726924999999
2012,MAY,Diesel,5.752
2012,MAY,Imported,1076.041
2012,MAY,Renewable Energy,467.250541
2012,NOV,Hydro Electricity,597.356
2012,NOV,Fuel Oil,31.02721
2012,NOV,Coal & Lignite,2753.411327
2012,NOV,Natural Gas,10723.2429555
2012,NOV,Diesel,5.133
2012,NOV,Imported,519.156
2012,NOV,Renewable Energy,392.84020899999996
2012,OCT,Hydro Electricity,410.567
2012,OCT,Fuel Oil,85.21709
2012,OCT,Coal & Lignite,3034.934746
2012,OCT,Natural Gas,10582.454549
2012,OCT,Diesel,4.118
2012,OCT,Imported,797.106
2012,OCT,Renewable Energy,409.241248
2012,SEP,Hydro Electricity,401.054
2012,SEP,Fuel Oil,37.984449999999995
2012,SEP,Coal & Lignite,2964.7972369999998
2012,SEP,Natural Gas,9734.949418
2012,SEP,Diesel,14.165
2012,SEP,Imported,1140.617
2012,SEP,Renewable Energy,383.024207
2013,APR,Hydro Electricity,543.046
2013,APR,Fuel Oil,230.38072
2013,APR,Coal & Lignite,3174.740491
2013,APR,Natural Gas,9571.353735
2013,APR,Diesel,40.438
2013,APR,Imported,1140.099
2013,APR,Renewable Energy,625.042181
2013,AUG,Hydro Electricity,355.459
2013,AUG,Fuel Oil,135.20981
2013,AUG,Coal & Lignite,3071.255464
2013,AUG,Natural Gas,9781.436653
2013,AUG,Diesel,8.528
2013,AUG,Imported,1515.479
2013,AUG,Renewable Energy,607.360347
2013,DEC,Hydro Electricity,419.732
2013,DEC,Fuel Oil,92.836
2013,DEC,Coal & Lignite,2683.698174
2013,DEC,Natural Gas,8841.637727000001
2013,DEC,Diesel,6.913
2013,DEC,Imported,321.704
2013,DEC,Renewable Energy,763.2999724399999
2013,FEB,Hydro Electricity,594.825
2013,FEB,Fuel Oil,104.69937
2013,FEB,Coal & Lignite,2854.886202
2013,FEB,Natural Gas,9825.969502
2013,FEB,Diesel,2.771
2013,FEB,Imported,555.799
2013,FEB,Renewable Energy,565.8276089999999
2013,JAN,Hydro Electricity,597.776
2013,JAN,Fuel Oil,131.4681
2013,JAN,Coal & Lignite,3239.6392619999997
2013,JAN,Natural Gas,9339.460221000001
2013,JAN,Diesel,4.157
2013,JAN,Imported,362.234
2013,JAN,Renewable Energy,600.188657
2013,JUL,Hydro Electricity,322.847
2013,JUL,Fuel Oil,138.67811
2013,JUL,Coal & Lignite,3020.8604100000002
2013,JUL,Natural Gas,9983.5233295
2013,JUL,Diesel,8.678
2013,JUL,Imported,1297.321
2013,JUL,Renewable Energy,591.0700397799999
2013,JUN,Hydro Electricity,431.899
2013,JUN,Fuel Oil,130.31043
2013,JUN,Coal & Lignite,2696.4093940000002
2013,JUN,Natural Gas,10263.783964
2013,JUN,Diesel,16.24
2013,JUN,Imported,1268.211
2013,JUN,Renewable Energy,579.0052479999999
2013,MAR,Hydro Electricity,549.101
2013,MAR,Fuel Oil,65.53448
2013,MAR,Coal & Lignite,3075.096168
2013,MAR,Natural Gas,11240.806518000001
2013,MAR,Diesel,7.383
2013,MAR,Imported,818.237
2013,MAR,Renewable Energy,639.656212
2013,MAY,Hydro Electricity,573.962
2013,MAY,Fuel Oil,24.778550000000003
2013,MAY,Coal & Lignite,3191.2574409999997
2013,MAY,Natural Gas,10942.805267
2013,MAY,Diesel,61.737
2013,MAY,Imported,1310.006
2013,MAY,Renewable Energy,643.3070795
2013,NOV,Hydro Electricity,295.641
2013,NOV,Fuel Oil,13.02689
2013,NOV,Coal & Lignite,2640.165989
2013,NOV,Natural Gas,10065.875163
2013,NOV,Diesel,5.115
2013,NOV,Imported,1044.408
2013,NOV,Renewable Energy,577.989812
2013,OCT,Hydro Electricity,367.391
2013,OCT,Fuel Oil,110.20432000000001
2013,OCT,Coal & Lignite,2767.656787
2013,OCT,Natural Gas,9893.83009
2013,OCT,Diesel,7.324
2013,OCT,Imported,1341.599
2013,OCT,Renewable Energy,552.4003379999999
2013,SEP,Hydro Electricity,360.405
2013,SEP,Fuel Oil,89.3982
2013,SEP,Coal & Lignite,2936.527637
2013,SEP,Natural Gas,9467.417028
2013,SEP,Diesel,9.854
2013,SEP,Imported,1596.693
2013,SEP,Renewable Energy,460.68301299999996
2014,APR,Hydro Electricity,544.176
2014,APR,Fuel Oil,230.60112999999998
2014,APR,Coal & Lignite,3251.739834
2014,APR,Natural Gas,9826.009021
2014,APR,Diesel,1.065
2014,APR,Imported,1222.559
2014,APR,Renewable Energy,789.125375
2014,AUG,Hydro Electricity,300.688
2014,AUG,Fuel Oil,85.26853
2014,AUG,Coal & Lignite,3159.655517
2014,AUG,Natural Gas,10356.458701
2014,AUG,Diesel,4.856
2014,AUG,Imported,1270.629
2014,AUG,Renewable Energy,685.293473
2014,DEC,Hydro Electricity,265.876
2014,DEC,Fuel Oil,82.40223
2014,DEC,Coal & Lignite,3049.721141
2014,DEC,Natural Gas,9609.296676
2014,DEC,Diesel,2.503
2014,DEC,Imported,493.277
2014,DEC,Renewable Energy,882.755507
2014,FEB,Hydro Electricity,583.206
2014,FEB,Fuel Oil,138.00108
2014,FEB,Coal & Lignite,2822.592354
2014,FEB,Natural Gas,8500.7941005
2014,FEB,Diesel,4.242
2014,FEB,Imported,845.46
2014,FEB,Renewable Energy,728.17193904
2014,JAN,Hydro Electricity,574.507
2014,JAN,Fuel Oil,139.32166
2014,JAN,Coal & Lignite,3164.156561
2014,JAN,Natural Gas,8129.28044
2014,JAN,Diesel,3.824
2014,JAN,Imported,591.194
2014,JAN,Renewable Energy,822.030852
2014,JUL,Hydro Electricity,488.93
2014,JUL,Fuel Oil,220.05889
2014,JUL,Coal & Lignite,3307.149098
2014,JUL,Natural Gas,10219.939718
2014,JUL,Diesel,8.525
2014,JUL,Imported,1177.907
2014,JUL,Renewable Energy,745.841625
2014,JUN,Hydro Electricity,565.134
2014,JUN,Fuel Oil,156.344346
2014,JUN,Coal & Lignite,3304.244141
2014,JUN,Natural Gas,10299.648995
2014,JUN,Diesel,21.88
2014,JUN,Imported,1085.918
2014,JUN,Renewable Energy,766.388879
2014,MAR,Hydro Electricity,584.372
2014,MAR,Fuel Oil,173.91568999999998
2014,MAR,Coal & Lignite,3264.80771999
2014,MAR,Natural Gas,10367.770422000001
2014,MAR,Diesel,2.474
2014,MAR,Imported,1302.479
2014,MAR,Renewable Energy,838.06344249
2014,MAY,Hydro Electricity,501.296
2014,MAY,Fuel Oil,114.72059
2014,MAY,Coal & Lignite,3385.723763
2014,MAY,Natural Gas,11197.842011
2014,MAY,Diesel,3.525
2014,MAY,Imported,1203.938
2014,MAY,Renewable Energy,816.579513
2014,NOV,Hydro Electricity,281.814
2014,NOV,Fuel Oil,81.99459999999999
2014,NOV,Coal & Lignite,2923.229358
2014,NOV,Natural Gas,10633.860870999999
2014,NOV,Diesel,3.925
2014,NOV,Imported,717.108
2014,NOV,Renewable Energy,680.82561
2014,OCT,Hydro Electricity,252.732
2014,OCT,Fuel Oil,101.72658
2014,OCT,Coal & Lignite,2880.1235580000002
2014,OCT,Natural Gas,10842.936328
2014,OCT,Diesel,3.261
2014,OCT,Imported,1017.368
2014,OCT,Renewable Energy,659.035523
2014,SEP,Hydro Electricity,220.842
2014,SEP,Fuel Oil,82.07211
2014,SEP,Coal & Lignite,3058.774542
2014,SEP,Natural Gas,10330.323475
2014,SEP,Diesel,2.518
2014,SEP,Imported,1331.876
2014,SEP,Renewable Energy,631.3934039999999
2015,APR,Hydro Electricity,371.008
2015,APR,Fuel Oil,138.41362
2015,APR,Coal & Lignite,2922.4192590000002
2015,APR,Natural Gas,10164.861715
2015,APR,Diesel,1.517
2015,APR,Imported,1464.628
2015,APR,Renewable Energy,893.908097
2015,AUG,Hydro Electricity,293.975
2015,AUG,Fuel Oil,28.97101
2015,AUG,Coal & Lignite,2949.30713
2015,AUG,Natural Gas,10875.327973
2015,AUG,Diesel,2.159
2015,AUG,Imported,1373.86
2015,AUG,Renewable Energy,822.7033200000001
2015,DEC,Hydro Electricity,267.901
2015,DEC,Fuel Oil,96.398725
2015,DEC,Coal & Lignite,3077.4354881500003
2015,DEC,Natural Gas,10034.61844375
2015,DEC,Diesel,6.303
2015,DEC,Imported,1146.8
2015,DEC,Renewable Energy,862.4148707300001
2015,FEB,Hydro Electricity,268.646
2015,FEB,Fuel Oil,72.81249
2015,FEB,Coal & Lignite,2588.981613
2015,FEB,Natural Gas,9487.650887
2015,FEB,Diesel,3.821
2015,FEB,Imported,726.002
2015,FEB,Renewable Energy,855.6205990000001
2015,JAN,Hydro Electricity,298.922
2015,JAN,Fuel Oil,82.58896
2015,JAN,Coal & Lignite,2737.754341
2015,JAN,Natural Gas,9686.728588
2015,JAN,Diesel,2.298
2015,JAN,Imported,355.394
2015,JAN,Renewable Energy,934.5610790000001
2015,JUL,Hydro Electricity,333.547
2015,JUL,Fuel Oil,39.02272
2015,JUL,Coal & Lignite,3021.780555
2015,JUL,Natural Gas,11643.353959
2015,JUL,Diesel,84.694
2015,JUL,Imported,758.72
2015,JUL,Renewable Energy,840.902003
2015,JUN,Hydro Electricity,367.079
2015,JUN,Fuel Oil,8.07774
2015,JUN,Coal & Lignite,3029.729624
2015,JUN,Natural Gas,11409.887764
2015,JUN,Diesel,1.893
2015,JUN,Imported,1162.287
2015,JUN,Renewable Energy,857.5108849999999
2015,MAR,Hydro Electricity,321.726
2015,MAR,Fuel Oil,68.48367999999999
2015,MAR,Coal & Lignite,2624.203454
2015,MAR,Natural Gas,11831.411736
2015,MAR,Diesel,7.883
2015,MAR,Imported,1106.605
2015,MAR,Renewable Energy,886.411229
2015,MAY,Hydro Electricity,484.338
2015,MAY,Fuel Oil,72.32299
2015,MAY,Coal & Lignite,2724.770461
2015,MAY,Natural Gas,11920.028311
2015,MAY,Diesel,4.604
2015,MAY,Imported,1621.936
2015,MAY,Renewable Energy,883.151942
2015,NOV,Hydro Electricity,261.416
2015,NOV,Fuel Oil,133.86223249999998
2015,NOV,Coal & Lignite,2798.52425609
2015,NOV,Natural Gas,10702.43098125
2015,NOV,Diesel,2.41
2015,NOV,Imported,1395.43
2015,NOV,Renewable Energy,726.2836026099999
2015,OCT,Hydro Electricity,255.234
2015,OCT,Fuel Oil,30.676337
2015,OCT,Coal & Lignite,3151.9843769999998
2015,OCT,Natural Gas,10368.207900000001
2015,OCT,Diesel,1.699
2015,OCT,Imported,1668.695
2015,OCT,Renewable Energy,737.354078
2015,SEP,Hydro Electricity,236.941
2015,SEP,Fuel Oil,25.28353
2015,SEP,Coal & Lignite,2955.220691
2015,SEP,Natural Gas,10400.48791
2015,SEP,Diesel,6.419
2015,SEP,Imported,1634.129
2015,SEP,Renewable Energy,740.6636169999999
2016,APR,Hydro Electricity,280.517
2016,APR,Fuel Oil,32.07379
2016,APR,Coal & Lignite,3252.849653
2016,APR,Natural Gas,11481.915357
2016,APR,Diesel,3.202
2016,APR,Imported,1394.444
2016,APR,Renewable Energy,1085.8032660000001
2016,AUG,Hydro Electricity,302.066
2016,AUG,Fuel Oil,45.413478
2016,AUG,Coal & Lignite,3315.6953510000003
2016,AUG,Natural Gas,10223.38752
2016,AUG,Diesel,122.197
2016,AUG,Imported,2251.957
2016,AUG,Renewable Energy,1015.9589490000001
2016,DEC,Hydro Electricity,388.261
2016,DEC,Fuel Oil,18.10005
2016,DEC,Coal & Lignite,2998.2403080000004
2016,DEC,Natural Gas,9604.429703
2016,DEC,Diesel,2.951
2016,DEC,Imported,1241.117
2016,DEC,Renewable Energy,1159.274858
2016,FEB,Hydro Electricity,251.38
2016,FEB,Fuel Oil,20.21718
2016,FEB,Coal & Lignite,2890.9058118499997
2016,FEB,Natural Gas,9339.16557391
2016,FEB,Diesel,2.409
2016,FEB,Imported,1096.506
2016,FEB,Renewable Energy,1053.25410651
2016,JAN,Hydro Electricity,342.964
2016,JAN,Fuel Oil,62.858180000000004
2016,JAN,Coal & Lignite,2905.96478927
2016,JAN,Natural Gas,9751.1521722
2016,JAN,Diesel,5.18
2016,JAN,Imported,1147.661
2016,JAN,Renewable Energy,1140.6184699
2016,JUL,Hydro Electricity,337.565
2016,JUL,Fuel Oil,2.661825
2016,JUL,Coal & Lignite,2738.174615
2016,JUL,Natural Gas,10525.938449000001
2016,JUL,Diesel,5.52
2016,JUL,Imported,2098.942
2016,JUL,Renewable Energy,1035.674331
2016,JUN,Hydro Electricity,311.577
2016,JUN,Fuel Oil,4.7159830000000005
2016,JUN,Coal & Lignite,2975.103252
2016,JUN,Natural Gas,10751.996485
2016,JUN,Diesel,1.245
2016,JUN,Imported,1701.863
2016,JUN,Renewable Energy,995.3891249999999
2016,MAR,Hydro Electricity,296.994
2016,MAR,Fuel Oil,43.633225
2016,MAR,Coal & Lignite,3322.85305108
2016,MAR,Natural Gas,11539.152269
2016,MAR,Diesel,10.485
2016,MAR,Imported,1339.11
2016,MAR,Renewable Energy,1147.31936511
2016,MAY,Hydro Electricity,280.146
2016,MAY,Fuel Oil,52.998673
2016,MAY,Coal & Lignite,3335.296081
2016,MAY,Natural Gas,11907.297977
2016,MAY,Diesel,2.237
2016,MAY,Imported,1910.5
2016,MAY,Renewable Energy,1055.034209
2016,NOV,Hydro Electricity,292.058
2016,NOV,Fuel Oil,0
2016,NOV,Coal & Lignite,3073.040295
2016,NOV,Natural Gas,9858.117127
2016,NOV,Diesel,4.031
2016,NOV,Imported,2146.719
2016,NOV,Renewable Energy,966.925925
2016,OCT,Hydro Electricity,207.952
2016,OCT,Fuel Oil,2.799838
2016,OCT,Coal & Lignite,3042.885593
2016,OCT,Natural Gas,10672.076401999999
2016,OCT,Diesel,5.314
2016,OCT,Imported,1943.287
2016,OCT,Renewable Energy,942.459419
2016,SEP,Hydro Electricity,251.598
2016,SEP,Fuel Oil,32.334827
2016,SEP,Coal & Lignite,3256.147461
2016,SEP,Natural Gas,10494.961382
2016,SEP,Diesel,8.919
2016,SEP,Imported,1553.249
2016,SEP,Renewable Energy,939.4903180000001
2017,APR,Hydro Electricity,432.569
2017,APR,Fuel Oil,6.586225
2017,APR,Coal & Lignite,3241.8297469999998
2017,APR,Natural Gas,9703.00188
2017,APR,Diesel,2.933
2017,APR,Imported,2223.182
2017,APR,Renewable Energy,1271.293416
2017,AUG,Hydro Electricity,298.631
2017,AUG,Fuel Oil,2.36864
2017,AUG,Coal & Lignite,3094.214165
2017,AUG,Natural Gas,10877.687812
2017,AUG,Diesel,6.485
2017,AUG,Imported,2198.499
2017,AUG,Renewable Energy,1222.1173979999999
2017,DEC,Hydro Electricity,581.058
2017,DEC,Fuel Oil,2.806632
2017,DEC,Coal & Lignite,2645.128893
2017,DEC,Natural Gas,8860.057223
2017,DEC,Diesel,6.114
2017,DEC,Imported,1810.221
2017,DEC,Renewable Energy,1495.8417709999999
2017,FEB,Hydro Electricity,444.088
2017,FEB,Fuel Oil,1.821733
2017,FEB,Coal & Lignite,2774.8272749999996
2017,FEB,Natural Gas,9006.218148
2017,FEB,Diesel,5.321
2017,FEB,Imported,1445.836
2017,FEB,Renewable Energy,1237.119773
2017,JAN,Hydro Electricity,426.542
2017,JAN,Fuel Oil,2.4813
2017,JAN,Coal & Lignite,2782.043568
2017,JAN,Natural Gas,9811.118934
2017,JAN,Diesel,3.933
2017,JAN,Imported,1162.701
2017,JAN,Renewable Energy,1320.455816
2017,JUL,Hydro Electricity,360.717
2017,JUL,Fuel Oil,48.482232
2017,JUL,Coal & Lignite,3172.502063
2017,JUL,Natural Gas,9747.300032
2017,JUL,Diesel,61.971
2017,JUL,Imported,2415.044
2017,JUL,Renewable Energy,1223.963679
2017,JUN,Hydro Electricity,342.951
2017,JUN,Fuel Oil,15.610748
2017,JUN,Coal & Lignite,3254.355052
2017,JUN,Natural Gas,10130.125112
2017,JUN,Diesel,43.469
2017,JUN,Imported,2231.133
2017,JUN,Renewable Energy,1212.922257
2017,MAR,Hydro Electricity,467.157
2017,MAR,Fuel Oil,14.958517
2017,MAR,Coal & Lignite,3148.68693
2017,MAR,Natural Gas,10923.084679
2017,MAR,Diesel,8.965
2017,MAR,Imported,2128.955
2017,MAR,Renewable Energy,1341.24483
2017,MAY,Hydro Electricity,452.526
2017,MAY,Fuel Oil,1.82317
2017,MAY,Coal & Lignite,3325.4192439999997
2017,MAY,Natural Gas,10732.852897
2017,MAY,Diesel,4.736
2017,MAY,Imported,2174.086
2017,MAY,Renewable Energy,1239.696689
2017,NOV,Hydro Electricity,272.805
2017,NOV,Fuel Oil,13.531423
2017,NOV,Coal & Lignite,2633.374603
2017,NOV,Natural Gas,10145.421273
2017,NOV,Diesel,25.623
2017,NOV,Imported,2048.442
2017,NOV,Renewable Energy,1132.3162479999999
2017,OCT,Hydro Electricity,275.665
2017,OCT,Fuel Oil,21.999118
2017,OCT,Coal & Lignite,2905.950363
2017,OCT,Natural Gas,10401.197339
2017,OCT,Diesel,24.374
2017,OCT,Imported,2079.954
2017,OCT,Renewable Energy,1133.873591
2017,SEP,Hydro Electricity,332.477
2017,SEP,Fuel Oil,0.047728
2017,SEP,Coal & Lignite,2754.118208
2017,SEP,Natural Gas,10706.097808
2017,SEP,Diesel,3.858
2017,SEP,Imported,2509.371
2017,SEP,Renewable Energy,1113.172455
2018,APR,Hydro Electricity,620.326
2018,APR,Fuel Oil,2.688475
2018,APR,Coal & Lignite,3111.886096
2018,APR,Natural Gas,9425.509463
2018,APR,Diesel,3.477
2018,APR,Imported,2055.592
2018,APR,Renewable Energy,1489.8648699999999
2018,AUG,Hydro Electricity,869.82
2018,AUG,Fuel Oil,4.5070120000000005
2018,AUG,Coal & Lignite,2973.389936
2018,AUG,Natural Gas,9562.586434
2018,AUG,Diesel,41.743
2018,AUG,Imported,2535.925
2018,AUG,Renewable Energy,1535.541505
2018,DEC,Hydro Electricity,611.871
2018,DEC,Fuel Oil,2.822465
2018,DEC,Coal & Lignite,2953.018046
2018,DEC,Natural Gas,9222.755196
2018,DEC,Diesel,4.209
2018,DEC,Imported,1941.9
2018,DEC,Renewable Energy,1609.929208
2018,FEB,Hydro Electricity,646.594
2018,FEB,Fuel Oil,24.637838
2018,FEB,Coal & Lignite,2822.427074
2018,FEB,Natural Gas,8382.736516
2018,FEB,Diesel,6.741
2018,FEB,Imported,1734.961
2018,FEB,Renewable Energy,1437.271141
2018,JAN,Hydro Electricity,629.927
2018,JAN,Fuel Oil,3.006663
2018,JAN,Coal & Lignite,3088.828318
2018,JAN,Natural Gas,8922.589161
2018,JAN,Diesel,3.522
2018,JAN,Imported,1862.926
2018,JAN,Renewable Energy,1496.433225
2018,JUL,Hydro Electricity,545.967
2018,JUL,Fuel Oil,8.472327
2018,JUL,Coal & Lignite,3227.797035
2018,JUL,Natural Gas,9891.722103
2018,JUL,Diesel,4.735
2018,JUL,Imported,2220.686
2018,JUL,Renewable Energy,1544.390661
2018,JUN,Hydro Electricity,545.727
2018,JUN,Fuel Oil,2.57972
2018,JUN,Coal & Lignite,3172.099949
2018,JUN,Natural Gas,10169.641727999999
2018,JUN,Diesel,3.32
2018,JUN,Imported,2149.223
2018,JUN,Renewable Energy,1476.978666
2018,MAR,Hydro Electricity,682.032
2018,MAR,Fuel Oil,2.64759
2018,MAR,Coal & Lignite,3223.3476259999998
2018,MAR,Natural Gas,10428.746631
2018,MAR,Diesel,27.997
2018,MAR,Imported,2228.097
2018,MAR,Renewable Energy,1554.567665
2018,MAY,Hydro Electricity,589.403
2018,MAY,Fuel Oil,6.00833
2018,MAY,Coal & Lignite,3302.701773
2018,MAY,Natural Gas,10359.927395
2018,MAY,Diesel,1.9
2018,MAY,Imported,2259.2
2018,MAY,Renewable Energy,1463.452258
2018,NOV,Hydro Electricity,544.716
2018,NOV,Fuel Oil,2.720495
2018,NOV,Coal & Lignite,2428.712837
2018,NOV,Natural Gas,10332.749089
2018,NOV,Diesel,5.032
2018,NOV,Imported,2201.469
2018,NOV,Renewable Energy,1396.3637840000001
2018,OCT,Hydro Electricity,503.168
2018,OCT,Fuel Oil,2.889565
2018,OCT,Coal & Lignite,2849.823363
2018,OCT,Natural Gas,10112.573086
2018,OCT,Diesel,4.98
2018,OCT,Imported,2677.597
2018,OCT,Renewable Energy,1430.0735479999998
2018,SEP,Hydro Electricity,807.462
2018,SEP,Fuel Oil,2.446095
2018,SEP,Coal & Lignite,2642.391627
2018,SEP,Natural Gas,9453.639272
2018,SEP,Diesel,4.116
2018,SEP,Imported,2801.865
2018,SEP,Renewable Energy,1365.450397
