YEAR_PRD,MONTH_PRD,FUEL_SOURCE,QTY
2016,MAY,VSPP,642.589422
2016,NOV,EGAT,5413.982
2016,NOV,IMPORTED,2146.719
2016,NOV,SPP,2824.687
2016,NOV,IPP,5331.844
2016,NOV,VSPP,623.658275
2016,OCT,EGAT,5771.56
2016,OCT,IMPORTED,1943.287
2016,OCT,SPP,2805.051
2016,OCT,IPP,5657.289
2016,OCT,VSPP,639.587597
2016,SEP,EGAT,5822.767
2016,SEP,IMPORTED,1553.249
2016,SEP,SPP,2859.481
2016,SEP,IPP,5707.327
2016,SEP,VSPP,593.875885
2017,APR,EGAT,5887.787
2017,APR,IMPORTED,2223.182
2017,APR,SPP,3065.84
2017,APR,IPP,4899.534
2017,APR,VSPP,805.053469
2017,AUG,EGAT,5258.155
2017,AUG,IMPORTED,2198.499
2017,AUG,SPP,3452.197
2017,AUG,IPP,6042.617
2017,AUG,VSPP,748.536358
2017,DEC,EGAT,4817.654999999999
2017,DEC,IMPORTED,1810.221
2017,DEC,SPP,3845.972
2017,DEC,IPP,4045.633
2017,DEC,VSPP,881.745599
2017,FEB,EGAT,5067.179999999999
2017,FEB,IMPORTED,1445.836
2017,FEB,SPP,2798.034
2017,FEB,IPP,4830.91
2017,FEB,VSPP,773.271539
2017,JAN,EGAT,5638.178000000001
2017,JAN,IMPORTED,1162.701
2017,JAN,SPP,3081.049
2017,JAN,IPP,4863.746
2017,JAN,VSPP,763.59917
2017,JUL,EGAT,5123.691
2017,JUL,IMPORTED,2415.044
2017,JUL,SPP,3344.349
2017,JUL,IPP,5402.654
2017,JUL,VSPP,744.240647
2017,JUN,EGAT,5359.876
2017,JUN,IMPORTED,2231.133
2017,JUN,SPP,3222.649
2017,JUN,IPP,5676.202
2017,JUN,VSPP,740.705248
2017,MAR,EGAT,6038.670999999999
2017,MAR,IMPORTED,2128.955
2017,MAR,SPP,3306.247
2017,MAR,IPP,5723.897
2017,MAR,VSPP,835.279288
2017,MAY,EGAT,5656.4259999999995
2017,MAY,IMPORTED,2174.086
2017,MAY,SPP,3283.167
2017,MAY,IPP,6039.927
2017,MAY,VSPP,777.53232
2017,NOV,EGAT,4610.665999999999
2017,NOV,IMPORTED,2048.442
2017,NOV,SPP,3634.193
2017,NOV,IPP,5265.856
2017,NOV,VSPP,712.355748
2017,OCT,EGAT,4979.473
2017,OCT,IMPORTED,2079.954
2017,OCT,SPP,3549.111
2017,OCT,IPP,5491.178
2017,OCT,VSPP,743.296755
2017,SEP,EGAT,5402.740000000001
2017,SEP,IMPORTED,2509.371
2017,SEP,SPP,3409.211
2017,SEP,IPP,5353.752
2017,SEP,VSPP,744.067825
2018,APR,EGAT,5259.258
2018,APR,IMPORTED,2055.592
2018,APR,SPP,3959.647
2018,APR,IPP,4557.278
2018,APR,VSPP,877.569552
2018,AUG,EGAT,5205.851
2018,AUG,IMPORTED,2535.925
2018,AUG,SPP,4174.994
2018,AUG,IPP,4787.492
2018,AUG,VSPP,819.251759
2018,DEC,EGAT,5454.722
2018,DEC,IMPORTED,1941.9
2018,DEC,SPP,4285.929
2018,DEC,IPP,3814.801
2018,DEC,VSPP,849.154131
2018,FEB,EGAT,4505.992
2018,FEB,IMPORTED,1734.961
2018,FEB,SPP,3572.549
2018,FEB,IPP,4385.647
2018,FEB,VSPP,856.218847
2018,JAN,EGAT,4869.361
2018,JAN,IMPORTED,1862.926
2018,JAN,SPP,3865.517
2018,JAN,IPP,4501.81
2018,JAN,VSPP,907.618452
2018,JUL,EGAT,5633.648999999999
2018,JUL,IMPORTED,2220.686
2018,JUL,SPP,4261.912
2018,JUL,IPP,4510.21
2018,JUL,VSPP,817.31431
2018,JUN,EGAT,5731.134999999999
2018,JUN,IMPORTED,2149.223
2018,JUN,SPP,4063.525
2018,JUN,IPP,4733.983
2018,JUN,VSPP,841.705018
2018,MAR,EGAT,5492.817
2018,MAR,IMPORTED,2228.097
2018,MAR,SPP,4195.153
2018,MAR,IPP,5283.706
2018,MAR,VSPP,947.664978
2018,MAY,EGAT,5785.136
2018,MAY,IMPORTED,2259.2
2018,MAY,SPP,4091.656
2018,MAY,IPP,4944.777
2018,MAY,VSPP,901.824218
2018,NOV,EGAT,5636.926
2018,NOV,IMPORTED,2201.469
2018,NOV,SPP,4123.128
2018,NOV,IPP,4096.692
2018,NOV,VSPP,853.548087
2018,OCT,EGAT,5637.477
2018,OCT,IMPORTED,2677.597
2018,OCT,SPP,4040.439
2018,OCT,IPP,4376.311
2018,OCT,VSPP,849.280909
2018,SEP,EGAT,5113.807
2018,SEP,IMPORTED,2801.865
2018,SEP,SPP,4049.222
2018,SEP,IPP,4292.701
2018,SEP,VSPP,819.775428
