YEAR_PRD,MONTH_PRD,SECTOR,SUBSECTOR,QTY
2014,OCT,Electricity,IPP,1045
2014,OCT,Electricity,SPP,687
2014,OCT,GSP,GSP,1038
2014,OCT,Industry,Industry,686
2014,OCT,NGV,NGV,316
2014,NOV,Electricity,EGAT,1106
2014,NOV,Electricity,IPP,1079
2014,NOV,Electricity,SPP,689
2014,NOV,GSP,GSP,1029
2014,NOV,Industry,Industry,662
2014,NOV,NGV,NGV,318
2014,DEC,Electricity,EGAT,968
2014,DEC,Electricity,IPP,979
2014,DEC,Electricity,SPP,662
2014,DEC,GSP,GSP,1034
2014,DEC,Industry,Industry,617
2014,DEC,NGV,NGV,313
2015,JAN,Electricity,EGAT,1016
2015,JAN,Electricity,IPP,918
2015,JAN,Electricity,SPP,660
2015,JAN,GSP,GSP,1007
2015,JAN,Industry,Industry,617
2015,JAN,NGV,NGV,304
2015,FEB,Electricity,EGAT,1067
2015,FEB,Electricity,IPP,1049
2015,FEB,Electricity,SPP,706
2015,FEB,GSP,GSP,958
2015,FEB,Industry,Industry,674
2015,FEB,NGV,NGV,319
2015,MAR,Electricity,EGAT,1302
2015,MAR,Electricity,IPP,1069
2015,MAR,Electricity,SPP,727
2015,MAR,GSP,GSP,986
2015,MAR,Industry,Industry,700
2015,MAR,NGV,NGV,329
2015,APR,Electricity,EGAT,1293
2015,APR,Electricity,IPP,698
2015,APR,Electricity,SPP,686
2015,APR,GSP,GSP,911
2015,APR,Industry,Industry,679
2015,APR,NGV,NGV,299
2015,MAY,Electricity,EGAT,1331
2015,MAY,Electricity,IPP,1023
2015,MAY,Electricity,SPP,746
2015,MAY,GSP,GSP,874
2015,MAY,Industry,Industry,674
2015,MAY,NGV,NGV,316
2015,JUN,Electricity,EGAT,1272
2015,JUN,Electricity,IPP,1066
2015,JUN,Electricity,SPP,748
2015,JUN,GSP,GSP,923
2015,JUN,Industry,Industry,708
2015,JUN,NGV,NGV,312
2015,JUL,Electricity,EGAT,1102
2015,JUL,Electricity,IPP,1207
2015,JUL,Electricity,SPP,745
2015,JUL,GSP,GSP,850
2015,JUL,Industry,Industry,646
2015,JUL,NGV,NGV,311
2015,AUG,Electricity,EGAT,1030
2015,AUG,Electricity,IPP,1024
2015,AUG,Electricity,SPP,724
2015,AUG,GSP,GSP,868
2015,AUG,Industry,Industry,559
2015,AUG,NGV,NGV,298
2015,SEP,Electricity,EGAT,1112
2015,SEP,Electricity,IPP,988
2015,SEP,Electricity,SPP,739
2015,SEP,GSP,GSP,1004
2015,SEP,Industry,Industry,651
2015,SEP,NGV,NGV,291
2015,OCT,Electricity,EGAT,1058
2015,OCT,Electricity,IPP,969
2015,OCT,Electricity,SPP,691
2015,OCT,GSP,GSP,996
2015,OCT,Industry,Industry,615
2015,OCT,NGV,NGV,284
2015,NOV,Electricity,EGAT,1136
2015,NOV,Electricity,IPP,1030
2015,NOV,Electricity,SPP,715
2015,NOV,GSP,GSP,1032
2015,NOV,Industry,Industry,649
2015,NOV,NGV,NGV,293
2015,DEC,Electricity,EGAT,1039
2015,DEC,Electricity,IPP,916
2015,DEC,Electricity,SPP,698
2015,DEC,GSP,GSP,997
2015,DEC,Industry,Industry,645
2015,DEC,NGV,NGV,291
2016,JAN,Electricity,EGAT,1027
2016,JAN,Electricity,IPP,866
2016,JAN,Electricity,SPP,770
2016,JAN,GSP,GSP,988
2016,JAN,Industry,Industry,633
2016,JAN,NGV,NGV,282
2016,FEB,Electricity,EGAT,1023
2016,FEB,Electricity,IPP,841
2016,FEB,Electricity,SPP,788
2016,FEB,GSP,GSP,916
2016,FEB,Industry,Industry,683
2016,FEB,NGV,NGV,296
2016,MAR,Electricity,EGAT,1176
2016,MAR,Electricity,IPP,973
2016,MAR,Electricity,SPP,815
2016,MAR,GSP,GSP,749
2016,MAR,Industry,Industry,679
2016,MAR,NGV,NGV,304
2016,APR,Electricity,EGAT,1097
2016,APR,Electricity,IPP,1110
2016,APR,Electricity,SPP,812
2016,APR,GSP,GSP,949
2016,APR,Industry,Industry,684
2016,APR,NGV,NGV,274
2016,MAY,Electricity,EGAT,1107
2016,MAY,Electricity,IPP,1140
2016,MAY,Electricity,SPP,840
2016,MAY,GSP,GSP,830
2016,MAY,Industry,Industry,704
2016,MAY,NGV,NGV,287
2016,JUN,Electricity,EGAT,1044
2016,JUN,Electricity,IPP,991
2016,JUN,Electricity,SPP,877
2016,JUN,GSP,GSP,866
2016,JUN,Industry,Industry,700
2016,JUN,NGV,NGV,278
2016,JUL,Electricity,EGAT,882
2016,JUL,Electricity,IPP,991
2016,JUL,Electricity,SPP,881
2016,JUL,GSP,GSP,1004
2016,JUL,Industry,Industry,697
2016,JUL,NGV,NGV,267
2016,AUG,Electricity,EGAT,844
2016,AUG,Electricity,IPP,980
2016,AUG,Electricity,SPP,879
2016,AUG,GSP,GSP,995
2016,AUG,Industry,Industry,714
2016,AUG,NGV,NGV,271
2016,SEP,Electricity,EGAT,906
2016,SEP,Electricity,IPP,1030
2016,SEP,Electricity,SPP,899
2016,SEP,GSP,GSP,1000
2016,SEP,Industry,Industry,727
2016,SEP,NGV,NGV,267
2016,OCT,Electricity,EGAT,904
2016,OCT,Electricity,IPP,1022
2016,OCT,Electricity,SPP,902
2016,OCT,GSP,GSP,1036
2016,OCT,Industry,Industry,687
2016,OCT,NGV,NGV,263
2016,NOV,Electricity,EGAT,872
2016,NOV,Electricity,IPP,811
2016,NOV,Electricity,SPP,901
2016,NOV,GSP,GSP,1041
2016,NOV,Industry,Industry,737
2016,NOV,NGV,NGV,265
2016,DEC,Electricity,EGAT,858
2016,DEC,Electricity,IPP,785
2016,DEC,Electricity,SPP,872
2016,DEC,GSP,GSP,1007
2016,DEC,Industry,Industry,687
2016,DEC,NGV,NGV,282
2017,JAN,Electricity,EGAT,807
2017,JAN,Electricity,IPP,880
2017,JAN,Electricity,SPP,929
2017,JAN,GSP,GSP,996
2017,JAN,Industry,Industry,679
2017,JAN,NGV,NGV,243
2017,FEB,Electricity,EGAT,816
2017,FEB,Electricity,IPP,891
2017,FEB,Electricity,SPP,957
2017,FEB,GSP,GSP,1027
2017,FEB,Industry,Industry,713
2017,FEB,NGV,NGV,258
2017,MAR,Electricity,EGAT,905
2017,MAR,Electricity,IPP,963
2017,MAR,Electricity,SPP,984
2017,MAR,GSP,GSP,1005
2017,MAR,Industry,Industry,716
2017,MAR,NGV,NGV,264
2017,APR,Electricity,EGAT,865
2017,APR,Electricity,IPP,821
2017,APR,Electricity,SPP,933
2017,APR,GSP,GSP,966
2017,APR,Industry,Industry,697
2017,APR,NGV,NGV,231
2017,MAY,Electricity,EGAT,779
2017,MAY,Electricity,IPP,1036
2017,MAY,Electricity,SPP,985
2017,MAY,GSP,GSP,1025
2017,MAY,Industry,Industry,748
2017,MAY,NGV,NGV,246
2017,JUN,Electricity,EGAT,752
2017,JUN,Electricity,IPP,997
2017,JUN,Electricity,SPP,1040
2017,JUN,GSP,GSP,1026
2017,JUN,Industry,Industry,719
2017,JUN,NGV,NGV,244
2017,JUL,Electricity,EGAT,686
2017,JUL,Electricity,IPP,888
2017,JUL,Electricity,SPP,1012
2017,JUL,GSP,GSP,837
2017,JUL,Industry,Industry,714
2017,JUL,NGV,NGV,239
2017,AUG,Electricity,EGAT,763
2017,AUG,Electricity,IPP,1032
2017,AUG,Electricity,SPP,1049
2017,AUG,GSP,GSP,1030
2017,AUG,Industry,Industry,733
2017,AUG,NGV,NGV,244
2017,SEP,Electricity,EGAT,817
2017,SEP,Electricity,IPP,996
2017,SEP,Electricity,SPP,1086
2017,SEP,GSP,GSP,927
2017,SEP,Industry,Industry,742
2017,SEP,NGV,NGV,243
2017,OCT,Electricity,EGAT,690
2017,OCT,Electricity,IPP,978
2017,OCT,Electricity,SPP,1098
2017,OCT,GSP,GSP,1029
2017,OCT,Industry,Industry,751
2017,OCT,NGV,NGV,227
2017,NOV,Electricity,EGAT,637
2017,NOV,Electricity,IPP,1007
2017,NOV,Electricity,SPP,1146
2017,NOV,GSP,GSP,1061
2017,NOV,Industry,Industry,747
2017,NOV,NGV,NGV,241
2017,DEC,Electricity,EGAT,585
2017,DEC,Electricity,IPP,719
2017,DEC,Electricity,SPP,1106
2017,DEC,GSP,GSP,1018
2017,DEC,Industry,Industry,730
2017,DEC,NGV,NGV,233
2018,JAN,Electricity,EGAT,599
2018,JAN,Electricity,IPP,694
2018,JAN,Electricity,SPP,1134
2018,JAN,GSP,GSP,1045
2018,JAN,Industry,Industry,749
2018,JAN,NGV,NGV,225
2018,FEB,Electricity,EGAT,602
2018,FEB,Electricity,IPP,770
2018,FEB,Electricity,SPP,1164
2018,FEB,GSP,GSP,1010
2018,FEB,Industry,Industry,768
2018,FEB,NGV,NGV,238
2018,MAR,Electricity,EGAT,740
2018,MAR,Electricity,IPP,859
2018,MAR,Electricity,SPP,1217
2018,MAR,GSP,GSP,1012
2018,MAR,Industry,Industry,749
2018,MAR,NGV,NGV,238
2018,APR,Electricity,EGAT,732
2018,APR,Electricity,IPP,733
2018,APR,Electricity,SPP,1169
2018,APR,GSP,GSP,1051
2018,APR,Industry,Industry,766
2018,APR,NGV,NGV,208
2018,MAY,Electricity,EGAT,795
2018,MAY,Electricity,IPP,787
2018,MAY,Electricity,SPP,1236
2018,MAY,GSP,GSP,1045
2018,MAY,Industry,Industry,755
2018,MAY,NGV,NGV,225
2018,JUN,Electricity,EGAT,845
2018,JUN,Electricity,IPP,775
2018,JUN,Electricity,SPP,1228
2018,JUN,GSP,GSP,1048
2018,JUN,Industry,Industry,771
2018,JUN,NGV,NGV,226
2018,JUL,Electricity,EGAT,778
2018,JUL,Electricity,IPP,692
2018,JUL,Electricity,SPP,1210
2018,JUL,GSP,GSP,1052
2018,JUL,Industry,Industry,771
2018,JUL,NGV,NGV,215
2018,AUG,Electricity,EGAT,659
2018,AUG,Electricity,IPP,750
2018,AUG,Electricity,SPP,1224
2018,AUG,GSP,GSP,1033
2018,AUG,Industry,Industry,777
2018,AUG,NGV,NGV,220
2018,SEP,Electricity,EGAT,672
2018,SEP,Electricity,IPP,758
2018,SEP,Electricity,SPP,1241
2018,SEP,GSP,GSP,912
2018,SEP,Industry,Industry,739
2018,SEP,NGV,NGV,212
2018,OCT,Electricity,EGAT,819
2018,OCT,Electricity,IPP,727
2018,OCT,Electricity,SPP,1207
2018,OCT,GSP,GSP,973
2018,OCT,Industry,Industry,776
2018,OCT,NGV,NGV,209
2018,NOV,Electricity,EGAT,842
2018,NOV,Electricity,IPP,742
2018,NOV,Electricity,SPP,1245
2018,NOV,GSP,GSP,1001
2018,NOV,Industry,Industry,785
2018,NOV,NGV,NGV,215
2018,DEC,Electricity,EGAT,645
2018,DEC,Electricity,IPP,585
2018,DEC,Electricity,SPP,1191
2018,DEC,GSP,GSP,987
2018,DEC,Industry,Industry,736
2018,DEC,NGV,NGV,205
